Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19500507.40.11,Summary,1950-05-07,18:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Ellis,-,-,-,-,-,-,-,-,-,-,-,-,,36.3,-99.8,-,-,1,,81,Unmodified
19500507.40.12,Summary,1950-05-07,23:00:00,3,Oklahoma,-,-,2,0,3,10,4.3,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.12,-97.83,36.17,-97.78,1,,82,Unmodified
19500507.40.13,Summary,1950-05-07,23:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Payne,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36,-97,-,-,1,,83,Unmodified
19500509.40.14,Summary,1950-05-09,20:20:00,3,Oklahoma,-,-,1,0,0,200,0.8,Pontotoc,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.77,-96.83,-,-,1,,94,Unmodified
19500511.40.15,Summary,1950-05-11,18:30:00,3,Oklahoma,-,-,1,0,0,77,0.5,Beaver,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.82,-100.52,-,-,1,,96,Unmodified
19500516.40.16,Summary,1950-05-16,19:30:00,3,Oklahoma,-,-,1,0,1,100,7.3,Dewey,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.82,-99.12,35.87,-99,1,,108,Unmodified
19500522.40.17,Summary,1950-05-22,12:39:00,3,Oklahoma,-,-,1,0,0,100,1.5,Custer,-,-,-,-,-,-,-,-,-,-,-,-,,35.67,-99.23,-,-,1,,113,Unmodified
19500524.40.18,Summary,1950-05-24,21:30:00,3,Oklahoma,-,-,2,0,2,33,1,Woodward,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.45,-99.03,-,-,1,,117,Unmodified
19500529.40.19,Summary,1950-05-29,14:48:00,3,Oklahoma,-,-,1,0,0,33,1,Mayes,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.38,-95.27,-,-,1,,119,Unmodified
19500609.40.20,Summary,1950-06-09,18:25:00,3,Oklahoma,-,-,1,0,0,100,0.1,Kay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.8,-97.25,-,-,1,,134,Unmodified
19500915.40.21,Summary,1950-09-15,17:45:00,3,Oklahoma,-,-,2,0,6,100,6.8,Hughes,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35,-96.25,35.07,-96.17,1,,189,Unmodified
19500916.40.22,Summary,1950-09-16,01:30:00,3,Oklahoma,-,-,0,0,0,10,0.1,Pittsburg,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.83,-95.85,-,-,1,,190,Unmodified
19501001.40.23,Summary,1950-10-01,21:00:00,3,Oklahoma,-,-,1,0,0,10,15.8,Cimarron,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.73,-102.52,36.88,-102.3,1,,192,Unmodified
19510219.40.1,Summary,1951-02-19,18:30:00,3,Oklahoma,-,-,2,0,5,20,43.9,Caddo,Canadian,Kingfisher,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.27,-98.18,35.83,-97.83,1,,6,Unmodified
19510219.40.2,Summary,1951-02-19,22:00:00,3,Oklahoma,-,-,0,0,0,100,0.1,Cleveland,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.15,-97.45,-,-,1,,7,Unmodified
19510405.40.3,Summary,1951-04-05,13:20:00,3,Oklahoma,-,-,2,0,0,127,5.7,Cleveland,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.32,-97.55,35.37,-97.47,1,,19,Unmodified
19510405.40.4,Summary,1951-04-05,13:22:00,3,Oklahoma,-,-,2,0,2,100,0.2,Grady,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.23,-97.72,-,-,1,,20,Unmodified
19510405.40.5,Summary,1951-04-05,16:45:00,3,Oklahoma,-,-,2,0,2,33,3.6,Woods,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.53,-98.92,36.57,-98.87,1,,21,Unmodified
19510424.40.6,Summary,1951-04-24,17:30:00,3,Oklahoma,-,-,0,0,0,10,0.1,Custer,-,-,-,-,-,-,-,-,-,-,-,-,,35.78,-99,-,-,1,,28,Unmodified
19510424.40.7,Summary,1951-04-24,18:03:00,3,Oklahoma,-,-,1,0,0,10,2.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.63,-99.6,-,-,1,,29,Unmodified
19510424.40.8,Summary,1951-04-24,21:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Kay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.75,-97.4,-,-,1,,30,Unmodified
19510426.40.9,Summary,1951-04-26,19:15:00,3,Oklahoma,-,-,1,0,0,10,0.1,Beaver,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.82,-100.53,-,-,1,,34,Unmodified
19510427.40.10,Summary,1951-04-27,14:20:00,3,Oklahoma,-,-,1,0,2,200,0.8,Major,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.33,-98.2,-,-,1,,36,Unmodified
19510430.40.11,Summary,1951-04-30,20:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Stephens,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.62,-98.08,-,-,1,,41,Unmodified
19510430.40.12,Summary,1951-04-30,21:30:00,3,Oklahoma,-,-,3,0,0,200,7.4,Oklahoma,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.43,-97.58,35.5,-97.48,1,,42,Unmodified
19510430.40.13,Summary,1951-04-30,21:30:00,3,Oklahoma,-,-,2,0,0,200,1.5,Oklahoma,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.5,-97.58,-,-,1,,43,Unmodified
19510509.40.14,Summary,1951-05-09,18:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Cotton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.45,-98.32,-,-,1,,51,Unmodified
19510509.40.15,Summary,1951-05-09,20:20:00,3,Oklahoma,-,-,2,0,1,100,14.8,Bryan,Marshall,Johnston,-,-,-,-,-,-,-,-,-,$5K-$50K,,34,-96.6,34.18,-96.47,1,,52,Unmodified
19510514.40.16,Summary,1951-05-14,18:00:00,3,Oklahoma,-,-,2,0,0,10,0.1,Texas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.9,-101.9,-,-,1,,59,Unmodified
19510514.40.17,Summary,1951-05-14,18:00:00,3,Oklahoma,-,-,2,0,0,10,0.1,Texas,-,-,-,-,-,-,-,-,-,-,-,-,,36.87,-101.9,-,-,1,,60,Unmodified
19510516.40.18,Summary,1951-05-16,10:00:00,3,Oklahoma,-,-,0,0,0,10,0.1,Beckham,-,-,-,-,-,-,-,-,-,-,-,-,,35.2,-99.87,-,-,1,,64,Unmodified
19510518.40.19,Summary,1951-05-18,17:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.78,-98.28,-,-,1,,67,Unmodified
19510518.40.20,Summary,1951-05-18,17:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.78,-98.27,-,-,1,,68,Unmodified
19510518.40.21,Summary,1951-05-18,17:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.78,-98.23,-,-,1,,69,Unmodified
19510519.40.22,Summary,1951-05-19,19:15:00,3,Oklahoma,-,-,1,0,0,10,0.1,Beckham,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.33,-99.87,-,-,1,,70,Unmodified
19510519.40.23,Summary,1951-05-19,19:30:00,3,Oklahoma,-,-,2,0,0,67,2,Dewey,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36,-98.95,-,-,1,,71,Unmodified
19510519.40.24,Summary,1951-05-19,20:12:00,3,Oklahoma,-,-,0,0,0,220,0.1,Beckham,-,-,-,-,-,-,-,-,-,-,-,-,,35.43,-99.63,-,-,1,,72,Unmodified
19510605.40.25,Summary,1951-06-05,18:00:00,3,Oklahoma,-,-,2,0,0,10,0.1,Texas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.53,-101.8,-,-,1,,106,Unmodified
19510606.40.26,Summary,1951-06-06,21:30:00,3,Oklahoma,-,-,0,0,0,33,0.2,Greer,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.83,-99.47,-,-,1,,121,Unmodified
19510606.40.27,Summary,1951-06-06,23:50:00,3,Oklahoma,-,-,2,0,0,450,3.8,Grady,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.7,-97.7,34.73,-97.65,1,,123,Unmodified
19510607.40.28,Summary,1951-06-07,17:00:00,3,Oklahoma,-,-,2,0,0,100,0.5,Tillman,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.5,-99,-,-,1,,124,Unmodified
19510607.40.29,Summary,1951-06-07,18:15:00,3,Oklahoma,-,-,1,0,1,33,5.7,Rogers,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.45,-95.75,36.48,-95.65,1,,125,Unmodified
19510607.40.30,Summary,1951-06-07,22:55:00,3,Oklahoma,-,-,2,0,1,10,0.1,Muskogee,-,-,-,-,-,-,-,-,-,-,-,<$50,,35.57,-95.27,-,-,1,,126,Unmodified
19510608.40.31,Summary,1951-06-08,18:30:00,3,Oklahoma,-,-,3,0,0,173,10.9,Washita,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.38,-98.8,35.33,-98.62,1,,131,Unmodified
19510608.40.32,Summary,1951-06-08,19:14:00,3,Oklahoma,-,-,1,0,0,200,0.3,Kay,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.67,-97.33,-,-,1,,132,Unmodified
19510608.40.33,Summary,1951-06-08,19:15:00,3,Oklahoma,-,-,1,0,0,10,0.1,Tillman,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.37,-98.72,-,-,1,,133,Unmodified
19510620.40.34,Summary,1951-06-20,23:20:00,3,Oklahoma,-,-,1,0,0,10,0.1,Major,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.3,-98.18,-,-,1,,155,Unmodified
19510621.40.35,Summary,1951-06-21,17:00:00,3,Oklahoma,-,-,1,0,0,10,4.3,Cimarron,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.63,-102.78,36.67,-102.72,1,,157,Unmodified
19510715.40.36,Summary,1951-07-15,16:20:00,3,Oklahoma,-,-,2,0,0,100,0.1,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.8,-94.8,-,-,1,,190,Unmodified
19510715.40.37,Summary,1951-07-15,16:20:00,3,Oklahoma,-,-,0,0,0,100,0.1,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,-,,34.8,-94.8,-,-,1,,191,Unmodified
19510715.40.38,Summary,1951-07-15,16:20:00,3,Oklahoma,-,-,0,0,0,100,0.1,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,-,,34.8,-94.8,-,-,1,,192,Unmodified
19510727.40.39,Summary,1951-07-27,15:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Ellis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.13,-99.8,-,-,1,,200,Unmodified
19510810.40.40,Summary,1951-08-10,13:57:00,3,Oklahoma,-,-,1,0,2,200,5.9,Logan,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.8,-97.2,35.88,-97.17,1,,206,Unmodified
19510831.40.41,Summary,1951-08-31,15:50:00,3,Oklahoma,-,-,1,0,0,440,0.5,Woods,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.73,-98.67,-,-,1,,225,Unmodified
19510909.40.42,Summary,1951-09-09,16:20:00,3,Oklahoma,-,-,2,0,0,67,2,Craig,Delaware,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.62,-95.02,-,-,1,,230,Unmodified
19511021.40.43,Summary,1951-10-21,20:30:00,3,Oklahoma,-,-,1,0,0,880,2,Noble,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.53,-97.07,-,-,1,,237,Unmodified
19520408.40.1,Summary,1952-04-08,16:45:00,3,Oklahoma,-,-,0,0,0,100,45.9,Beckham,Roger Mills,Dewey,-,-,-,-,-,-,-,-,-,$50-$500,,35.25,-99.7,35.85,-99.35,1,,101,Unmodified
19520420.40.2,Summary,1952-04-20,15:30:00,3,Oklahoma,-,-,1,0,0,20,0.1,Harmon,Beckham,Roger Mills,Dewey,-,-,-,-,-,-,-,-,$5K-$50K,,34.88,-99.87,36.15,-99.3,1,,104,Unmodified
19520420.40.3,Summary,1952-04-20,16:00:00,3,Oklahoma,-,-,0,0,0,440,1.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.67,-99.5,-,-,1,,105,Unmodified
19520420.40.4,Summary,1952-04-20,16:00:00,3,Oklahoma,-,-,0,0,0,440,1.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,34.67,-99.5,-,-,1,,106,Unmodified
19520420.40.5,Summary,1952-04-20,16:00:00,3,Oklahoma,-,-,0,0,0,440,1.5,Jackson,-,-,-,-,-,-,-,-,-,-,-,-,,34.67,-99.5,-,-,1,,107,Unmodified
19520421.40.6,Summary,1952-04-21,16:05:00,3,Oklahoma,-,-,0,0,0,50,0.3,Kay,-,-,-,-,-,-,-,-,-,-,-,-,,36.87,-97.33,-,-,1,,109,Unmodified
19520430.40.7,Summary,1952-04-30,15:45:00,3,Oklahoma,-,-,2,0,0,200,13.7,Woods,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.77,-99.08,36.77,-98.83,1,,116,Unmodified
19520522.40.8,Summary,1952-05-22,23:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Grady,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.75,-97.92,-,-,1,,140,Unmodified
19520523.40.9,Summary,1952-05-23,04:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Payne,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.02,-96.82,-,-,1,,141,Unmodified
19520523.40.10,Summary,1952-05-23,04:30:00,3,Oklahoma,-,-,1,0,0,100,16.9,Kiowa,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.67,-98.87,34.83,-98.65,1,,142,Unmodified
19520523.40.11,Summary,1952-05-23,04:45:00,3,Oklahoma,-,-,2,0,1,150,0.3,Comanche,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.62,-98.42,-,-,1,,143,Unmodified
19520523.40.12,Summary,1952-05-23,05:00:00,3,Oklahoma,-,-,2,0,0,200,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.65,-98.43,-,-,1,,144,Unmodified
19520601.40.13,Summary,1952-06-01,00:49:00,3,Oklahoma,-,-,1,0,0,10,0.1,Roger Mills,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.5,-100,-,-,1,,154,Unmodified
19520604.40.14,Summary,1952-06-04,15:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Blaine,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.07,-98.32,-,-,1,,156,Unmodified
19520615.40.15,Summary,1952-06-15,00:50:00,3,Oklahoma,-,-,1,0,0,10,0.1,Roger Mills,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.62,-99.68,-,-,1,,163,Unmodified
19520621.40.16,Summary,1952-06-21,15:50:00,3,Oklahoma,-,-,1,0,0,440,0.3,Major,-,-,-,-,-,-,-,-,-,-,-,<$50,,36.28,-98.42,-,-,1,,169,Unmodified
19520629.40.17,Summary,1952-06-29,16:30:00,3,Oklahoma,-,-,2,0,1,10,0.1,Tillman,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.38,-99,-,-,1,,186,Unmodified
19520707.40.18,Summary,1952-07-07,13:30:00,3,Oklahoma,-,-,1,0,0,50,3.6,Canadian,-,-,-,-,-,-,-,-,-,-,-,-,,35.33,-97.83,35.37,-97.78,1,,196,Unmodified
19520713.40.19,Summary,1952-07-13,13:00:00,3,Oklahoma,-,-,1,0,0,10,1,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.93,-97.73,-,-,1,,199,Unmodified
19520713.40.20,Summary,1952-07-13,15:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Rogers,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.32,-95.7,-,-,1,,200,Unmodified
19520716.40.21,Summary,1952-07-16,17:30:00,3,Oklahoma,-,-,1,0,0,30,0.1,Beaver,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.87,-100.88,-,-,1,,203,Unmodified
19520815.40.22,Summary,1952-08-15,16:30:00,3,Oklahoma,-,-,2,0,0,77,5.1,Logan,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.8,-97.5,35.85,-97.43,1,,223,Unmodified
19530219.40.1,Summary,1953-02-19,19:40:00,3,Oklahoma,-,-,1,0,0,17,1.3,Garvin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.72,-97.62,-,-,1,,18,Unmodified
19530219.40.2,Summary,1953-02-19,21:00:00,3,Oklahoma,-,-,1,0,0,10,0.5,Love,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.85,-97.03,-,-,1,,19,Unmodified
19530219.40.3,Summary,1953-02-19,21:15:00,3,Oklahoma,-,-,1,0,0,67,4.7,Murray,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.45,-96.97,34.5,-96.92,1,,20,Unmodified
19530219.40.4,Summary,1953-02-19,21:45:00,3,Oklahoma,-,-,1,0,0,10,0.1,Marshall,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34,-96.75,-,-,1,,21,Unmodified
19530313.40.5,Summary,1953-03-13,17:15:00,3,Oklahoma,-,-,2,0,1,100,23.6,Grady,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.77,-97.95,35.07,-97.75,1,,33,Unmodified
19530313.40.6,Summary,1953-03-13,18:19:00,3,Oklahoma,-,-,3,1,8,100,1,Grady,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,34.88,-97.7,-,-,1,,34,Unmodified
19530313.40.7,Summary,1953-03-13,18:45:00,3,Oklahoma,-,-,2,0,2,100,2,McClain,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.07,-97.48,-,-,1,,35,Unmodified
19530313.40.8,Summary,1953-03-13,19:30:00,3,Oklahoma,-,-,2,0,0,250,1.3,Cleveland,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35.18,-97.25,-,-,1,,36,Unmodified
19530313.40.9,Summary,1953-03-13,19:30:00,3,Oklahoma,-,-,3,2,11,200,45.3,Love,Carter,Johnston,-,-,-,-,-,-,-,-,-,$5K-$50K,,33.92,-97.27,34.32,-96.65,1,,37,Unmodified
19530313.40.10,Summary,1953-03-13,22:00:00,3,Oklahoma,-,-,2,0,0,100,0.1,Le Flore,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,35,-94.53,-,-,1,,38,Unmodified
19530329.40.11,Summary,1953-03-29,19:25:00,3,Oklahoma,-,-,1,0,0,100,1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.58,-98.42,-,-,1,,67,Unmodified
19530402.40.12,Summary,1953-04-02,21:58:00,3,Oklahoma,-,-,0,0,0,10,0.1,McClain,-,-,-,-,-,-,-,-,-,-,-,-,,34.92,-97.67,-,-,1,,71,Unmodified
19530414.40.13,Summary,1953-04-14,18:50:00,3,Oklahoma,-,-,2,0,0,440,16.2,Canadian,Grady,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,35.5,-97.83,35.3,-97.68,1,,82,Unmodified
19530414.40.14,Summary,1953-04-14,23:00:00,3,Oklahoma,-,-,2,0,0,23,0.3,Atoka,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.37,-96.2,-,-,1,,83,Unmodified
19530423.40.15,Summary,1953-04-23,15:31:00,3,Oklahoma,-,-,2,1,4,300,1.5,Okmulgee,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.37,-96.08,-,-,1,,93,Unmodified
19530423.40.16,Summary,1953-04-23,20:00:00,3,Oklahoma,-,-,2,0,1,200,1,McCurtain,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,33.9,-94.83,-,-,1,,95,Unmodified
19530423.40.17,Summary,1953-04-23,20:10:00,3,Oklahoma,-,-,1,0,0,10,0.1,McCurtain,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,33.95,-95.08,-,-,1,,96,Unmodified
19530423.40.18,Summary,1953-04-23,20:30:00,3,Oklahoma,-,-,2,1,14,17,0.8,McCurtain,-,-,-,-,-,-,-,-,-,-,-,<$50,,34.03,-94.57,-,-,1,,97,Unmodified
19530428.40.19,Summary,1953-04-28,15:00:00,3,Oklahoma,-,-,0,0,0,27,0.1,Woodward,-,-,-,-,-,-,-,-,-,-,-,-,,36.45,-99.38,-,-,1,,102,Unmodified
19530428.40.20,Summary,1953-04-28,16:15:00,3,Oklahoma,-,-,1,0,0,100,0.1,Pushmataha,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.45,-95.3,-,-,1,,103,Unmodified
19530510.40.21,Summary,1953-05-10,01:00:00,3,Oklahoma,-,-,1,0,0,440,3.6,Harmon,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.88,-99.85,34.92,-99.8,1,,138,Unmodified
19530510.40.22,Summary,1953-05-10,01:15:00,3,Oklahoma,-,-,1,0,0,17,0.1,Greer,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.75,-99.65,-,-,1,,140,Unmodified
19530510.40.23,Summary,1953-05-10,01:15:00,3,Oklahoma,-,-,1,0,0,17,0.1,Greer,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.85,-99.53,-,-,1,,141,Unmodified
19530510.40.24,Summary,1953-05-10,01:20:00,3,Oklahoma,-,-,1,0,0,10,0.1,Custer,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.78,-98.75,-,-,1,,142,Unmodified
19530510.40.25,Summary,1953-05-10,03:00:00,3,Oklahoma,Kansas,-,2,0,0,10,38.8,Grant,Sumner,Ness,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.98,-97.62,37.38,-97.12,2,,144,Unmodified
19530510.40.25,State,1953-05-10,03:00:00,3,Kansas,,,2,0,0,10,37.5,Sumner,Ness,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37,-97.6,37.38,-97.12,2,,144,Unmodified
19530510.40.25,State,1953-05-10,03:00:00,3,Oklahoma,,,2,0,0,10,1.3,Grant,-,-,-,-,-,-,-,-,-,-,-,-,,36.98,-97.62,37,-97.6,2,,144,Unmodified
19530511.40.26,Summary,1953-05-11,15:00:00,3,Oklahoma,-,-,1,0,0,10,0.1,Pittsburg,-,-,-,-,-,-,-,-,-,-,-,-,,34.93,-95.8,-,-,1,,161,Unmodified
19530511.40.27,Summary,1953-05-11,16:30:00,3,Oklahoma,-,-,1,0,0,33,2,Garvin,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,34.67,-97.15,-,-,1,,163,Unmodified
19530518.40.28,Summary,1953-05-18,20:30:00,3,Oklahoma,-,-,1,0,0,10,0.1,Carter,-,-,-,-,-,-,-,-,-,-,-,-,,34.15,-97.13,-,-,1,,181,Unmodified
19530605.40.29,Summary,1953-06-05,15:30:00,3,Oklahoma,-,-,1,0,0,100,0.4,Blaine,-,-,-,-,-,-,-,-,-,-,-,<$50,,36.1,-98.58,-,-,1,,221,Unmodified
19530605.40.31,Summary,1953-06-05,16:00:00,3,Oklahoma,-,-,0,0,0,27,0.1,Harmon,-,-,-,-,-,-,-,-,-,-,-,-,,34.82,-99.92,-,-,1,,222,Unmodified
19530605.40.30,Summary,1953-06-05,16:15:00,3,Oklahoma,-,-,0,0,0,250,0.1,Kiowa,-,-,-,-,-,-,-,-,-,-,-,-,,35.08,-98.75,-,-,1,,223,Unmodified
19530605.40.32,Summary,1953-06-05,20:20:00,3,Oklahoma,-,-,1,0,0,50,2,Washington,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.83,-95.9,-,-,1,,227,Unmodified
19530605.40.33,Summary,1953-06-05,21:15:00,3,Oklahoma,-,-,3,0,0,10,16.9,Garvin,Murray,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.63,-97.17,34.47,-96.95,1,,228,Unmodified
19530605.40.34,Summary,1953-06-05,21:45:00,3,Oklahoma,-,-,2,0,0,10,0.1,Pontotoc,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,34.67,-96.75,-,-,1,,229,Unmodified
19530606.40.35,Summary,1953-06-06,22:00:00,3,Oklahoma,-,-,0,0,0,10,0.1,Roger Mills,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,35.67,-99.6,-,-,1,,231,Unmodified
