Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19530801.29.5,Summary,8/1/1953,15:00:00,3,Missouri,-,-,1,0,0,10,7.7,Franklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.42,-91.08,38.48,-90.97,1,,355,Unmodified
19530803.29.6,Summary,8/3/1953,17:00:00,3,Missouri,-,-,0,0,0,10,0.2,Bates,-,-,-,-,-,-,-,-,-,-,-,<$50,,38.22,-94.12,-,-,1,,359,Unmodified
19540324.29.1,Summary,3/24/1954,22:00:00,3,Missouri,-,-,1,0,0,50,23.9,Barry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.55,-93.97,36.73,-93.6,1,,58,Unmodified
19540324.29.2,Summary,3/24/1954,22:00:00,3,Missouri,-,-,1,0,0,33,15.7,Barton,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.45,-94.4,37.58,-94.17,1,,59,Unmodified
19540324.29.3,Summary,3/24/1954,22:00:00,3,Missouri,-,-,1,0,0,17,0.5,Jasper,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.12,-94.53,-,-,1,,60,Unmodified
19540324.29.4,Summary,3/24/1954,23:00:00,3,Missouri,-,-,1,0,0,50,5.4,Barry,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.82,-93.88,36.82,-93.78,1,,64,Unmodified
19540324.29.5,Summary,3/24/1954,23:00:00,3,Missouri,-,-,1,0,0,50,11.9,Newton,Barry,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.82,-94.1,36.82,-93.88,1,,65,Unmodified
19540324.29.8,Summary,3/24/1954,23:00:00,3,Missouri,-,-,2,0,1,50,26.1,McDonald,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.57,-94.52,36.75,-94.1,1,,66,Unmodified
19540324.29.6,Summary,3/24/1954,23:30:00,3,Missouri,-,-,3,0,2,300,1,Barry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.72,-93.67,-,-,1,,67,Unmodified
19540324.29.7,Summary,3/24/1954,23:45:00,3,Missouri,-,-,1,0,0,900,14.4,Webster,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.17,-92.95,37.23,-92.7,1,,68,Unmodified
19540324.29.9,Summary,3/24/1954,23:45:00,3,Missouri,-,-,1,0,0,50,3.3,Christian,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.97,-93.23,37.02,-93.22,1,,69,Unmodified
19540325.29.11,Summary,3/25/1954,0:55:00,3,Missouri,-,-,4,2,0,100,12.1,Texas,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.32,-92.23,37.45,-92.08,1,,70,Unmodified
19540325.29.10,Summary,3/25/1954,2:00:00,3,Missouri,-,-,1,0,0,100,0.1,Franklin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.58,-90.77,-,-,1,,71,Unmodified
19540325.29.12,Summary,3/25/1954,2:00:00,3,Missouri,-,-,2,0,0,60,3,Franklin,St. Louis,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.47,-90.75,38.48,-90.7,1,,72,Unmodified
19540325.29.13,Summary,3/25/1954,2:00:00,3,Missouri,-,-,1,0,0,60,1,St. Charles,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.87,-90.25,-,-,1,,73,Unmodified
19540325.29.14,Summary,3/25/1954,2:00:00,3,Missouri,-,-,3,0,0,20,21.6,St. Charles,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.8,-90.8,38.93,-90.43,1,,74,Unmodified
19540405.29.15,Summary,4/5/1954,2:00:00,3,Missouri,-,-,1,0,0,10,0.2,Audrain,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.38,-91.93,-,-,1,,83,Unmodified
19540405.29.16,Summary,4/5/1954,2:00:00,3,Missouri,-,-,1,0,0,17,0.3,Audrain,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.1,-91.77,-,-,1,,84,Unmodified
19540405.29.17,Summary,4/5/1954,17:00:00,3,Missouri,Iowa,-,4,0,2,900,6.3,Atchison,Page,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.55,-95.38,40.62,-95.27,2,,85,Unmodified
19540405.29.17,State,4/5/1954,17:00:00,3,Missouri,,,4,0,0,900,3,Atchison,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,40.55,-95.38,40.58,-95.33,2,,85,Unmodified
19540405.29.17,State,4/5/1954,17:20:00,3,Iowa,,,4,0,2,700,3.3,Page,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.58,-95.32,40.62,-95.27,2,,85,Unmodified
19540415.29.18,Summary,4/15/1954,15:30:00,3,Missouri,-,-,2,0,0,50,1,Dunklin,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.12,-90.15,-,-,1,,116,Unmodified
19540430.29.19,Summary,4/30/1954,13:00:00,3,Missouri,-,-,1,0,0,50,7.3,Barry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.58,-93.9,36.67,-93.82,1,,181,Unmodified
19540430.29.20,Summary,4/30/1954,14:00:00,3,Missouri,-,-,2,0,0,400,3.6,Morgan,-,-,-,-,-,-,-,-,-,-,-,<$50,,38.43,-92.83,38.47,-92.78,1,,184,Unmodified
19540430.29.21,Summary,4/30/1954,15:15:00,3,Missouri,-,-,2,0,0,100,89.6,Boone,Monroe,Shelby,Clark,-,-,-,-,-,-,-,-,$5K-$50K,,39.2,-92.33,40.4,-91.67,1,,188,Unmodified
19540502.29.22,Summary,5/2/1954,2:00:00,3,Missouri,-,-,1,0,0,10,0.2,New Madrid,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.5,-89.52,-,-,1,,215,Unmodified
19540507.29.23,Summary,5/7/1954,16:00:00,3,Missouri,-,-,0,0,0,10,0.1,Gentry,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,40.08,-94.5,-,-,1,,233,Unmodified
19540528.29.24,Summary,5/28/1954,13:15:00,3,Missouri,-,-,2,0,0,100,1,Benton,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.25,-93.13,-,-,1,,273,Unmodified
19540528.29.25,Summary,5/28/1954,15:00:00,3,Missouri,-,-,2,0,2,100,6.8,Camden,Morgan,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.15,-92.87,38.22,-92.78,1,,274,Unmodified
19540531.29.26,Summary,5/31/1954,14:45:00,3,Missouri,-,-,2,0,0,440,21,Atchison,Nodaway,Morgan,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.38,-95.42,40.45,-95.02,1,,282,Unmodified
19540531.29.27,Summary,5/31/1954,16:20:00,3,Missouri,-,-,1,0,0,17,0.5,Vernon,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.83,-94.48,-,-,1,,291,Unmodified
19540602.29.28,Summary,6/2/1954,17:30:00,3,Missouri,-,-,1,0,0,150,9.9,Livingston,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.75,-93.5,39.87,-93.38,1,,312,Unmodified
19540614.29.29,Summary,6/14/1954,21:00:00,3,Missouri,-,-,0,0,0,10,0.2,Macon,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,40.03,-94.48,-,-,1,,358,Unmodified
19540615.29.30,Summary,6/15/1954,13:00:00,3,Missouri,-,-,1,0,0,10,0.2,Holt,-,-,-,-,-,-,-,-,-,-,-,<$50,,40.05,-95.27,-,-,1,,361,Unmodified
19540818.29.31,Summary,8/18/1954,17:00:00,3,Missouri,-,-,0,0,0,10,1.5,Franklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.53,-91.28,-,-,1,,479,Unmodified
19540904.29.32,Summary,9/4/1954,14:00:00,3,Missouri,-,-,1,0,0,200,1,Vernon,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.03,-94.57,-,-,1,,497,Unmodified
19540906.29.33,Summary,9/6/1954,12:30:00,3,Missouri,-,-,1,0,0,10,0.5,Dunklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.52,-90.05,-,-,1,,498,Unmodified
19550314.29.1,Summary,3/14/1955,17:10:00,3,Missouri,-,-,3,0,1,250,9.8,Clinton,Caldwell,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.65,-94.25,39.67,-94.02,1,,24,Unmodified
19550314.29.2,Summary,3/14/1955,17:40:00,3,Missouri,-,-,2,0,0,250,3.3,Clay,Ray,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.3,-94.22,39.33,-94.17,1,,25,Unmodified
19550314.29.3,Summary,3/14/1955,18:00:00,3,Missouri,-,-,1,0,0,100,0.3,Clay,-,-,-,-,-,-,-,-,-,-,-,<$50,,39.35,-94.23,-,-,1,,26,Unmodified
19550320.5.3,Summary,3/20/1955,15:30:00,3,Arkansas,Missouri,-,2,0,1,250,89.4,Craighead,Mississippi,Dunklin,Pemiscot,New Madrid,-,-,-,-,-,-,-,$50K-$500K,,35.72,-90.85,36.43,-89.55,2,,34,Unmodified
19550320.5.3,State,3/20/1955,15:30:00,3,Arkansas,,,2,0,1,250,38,Craighead,Mississippi,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,35.72,-90.85,36,-90.3,2,,34,Unmodified
19550320.5.3,State,3/20/1955,16:30:00,3,Missouri,,,2,0,0,250,51.4,Dunklin,Pemiscot,New Madrid,-,-,-,-,-,-,-,-,-,$50K-$500K,,36,-90.3,36.43,-89.55,2,,34,Unmodified
19550320.29.5,Summary,3/20/1955,17:20:00,3,Missouri,-,-,3,0,17,250,3.6,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.75,-89.37,36.8,-89.33,1,,36,Unmodified
19550422.29.6,Summary,4/22/1955,14:45:00,3,Missouri,-,-,1,0,0,50,0.3,Bollinger,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.3,-89.98,-,-,1,,109,Unmodified
19550422.29.7,Summary,4/22/1955,16:00:00,3,Missouri,-,-,3,0,0,10,12.4,New Madrid,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.67,-89.52,36.72,-89.3,1,,110,Unmodified
19550422.29.8,Summary,4/22/1955,16:00:00,3,Missouri,-,-,2,0,1,50,4.1,Cape Girardeau,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.22,-89.83,37.18,-89.77,1,,111,Unmodified
19550422.29.9,Summary,4/22/1955,17:10:00,3,Missouri,-,-,2,0,0,10,0.2,Scott,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.87,-89.57,-,-,1,,113,Unmodified
19550422.29.10,Summary,4/22/1955,21:00:00,3,Missouri,-,-,0,0,0,10,0.1,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.78,-89.42,-,-,1,,115,Unmodified
19550423.29.11,Summary,4/23/1955,13:30:00,3,Missouri,-,-,2,0,1,100,3,Worth,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.52,-94.53,40.55,-94.48,1,,122,Unmodified
19550423.29.12,Summary,4/23/1955,13:30:00,3,Missouri,-,-,2,0,0,100,2.3,Atchison,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.43,-95.3,40.47,-95.3,1,,123,Unmodified
19550423.29.13,Summary,4/23/1955,16:15:00,3,Missouri,-,-,2,0,0,100,11,Montgomery,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.97,-91.55,39.13,-91.55,1,,125,Unmodified
19550423.29.14,Summary,4/23/1955,17:30:00,3,Missouri,-,-,1,0,0,10,7.9,Lincoln,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.07,-91.15,39.18,-91.12,1,,126,Unmodified
19550423.29.15,Summary,4/23/1955,20:00:00,3,Missouri,-,-,1,0,0,10,0.2,Dunklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.5,-90.15,-,-,1,,128,Unmodified
19550426.29.16,Summary,4/26/1955,3:00:00,3,Missouri,-,-,1,0,0,100,1,Mercer,-,-,-,-,-,-,-,-,-,-,-,<$50,,40.32,-93.65,-,-,1,,134,Unmodified
19550526.29.17,Summary,5/26/1955,7:00:00,3,Missouri,-,-,1,0,0,50,2.7,Jasper,-,-,-,-,-,-,-,-,-,-,-,<$50,,37.08,-94.55,37.12,-94.52,1,,241,Unmodified
19550526.29.18,Summary,5/26/1955,9:45:00,3,Missouri,-,-,1,0,0,10,0.2,Moniteau,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.65,-92.68,-,-,1,,243,Unmodified
19550526.29.19,Summary,5/26/1955,18:00:00,3,Missouri,-,-,0,0,1,10,0.2,Carroll,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.33,-93.67,-,-,1,,254,Unmodified
19550526.29.20,Summary,5/26/1955,19:00:00,3,Missouri,-,-,1,0,0,10,2,Howell,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,36.55,-91.7,-,-,1,,257,Unmodified
19550526.29.21,Summary,5/26/1955,19:00:00,3,Missouri,-,-,1,0,0,10,0.2,Linn,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.83,-93.22,-,-,1,,258,Unmodified
19550526.29.23,Summary,5/26/1955,20:00:00,3,Missouri,-,-,2,0,2,27,11.7,Schuyler,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,40.43,-92.68,40.6,-92.62,1,,260,Unmodified
19550527.29.24,Summary,5/27/1955,15:00:00,3,Missouri,-,-,1,0,0,10,0.2,Lincoln,-,-,-,-,-,-,-,-,-,-,-,<$50,,39.12,-90.72,-,-,1,,263,Unmodified
19550527.29.25,Summary,5/27/1955,21:00:00,3,Missouri,-,-,1,0,0,10,0.2,Cass,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.73,-94.4,-,-,1,,271,Unmodified
19550705.29.26,Summary,7/5/1955,15:00:00,3,Missouri,-,-,0,0,0,10,0.2,Ozark,-,-,-,-,-,-,-,-,-,-,-,<$50,,36.62,-92.43,-,-,1,,461,Unmodified
19550723.29.27,Summary,7/23/1955,19:30:00,3,Missouri,-,-,1,0,0,10,0.2,Greene,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.12,-93.35,-,-,1,,493,Unmodified
19550921.29.28,Summary,9/21/1955,16:30:00,3,Missouri,-,-,1,0,0,500,4.7,Morgan,Moniteau,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.55,-92.82,38.6,-92.75,1,,543,Unmodified
19550924.29.29,Summary,9/24/1955,4:30:00,3,Missouri,-,-,1,0,0,10,0.2,Cass,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.63,-94.17,-,-,1,,546,Unmodified
19551005.29.30,Summary,10/5/1955,1:30:00,3,Missouri,-,-,1,0,0,77,2,Polk,-,-,-,-,-,-,-,-,-,-,-,<$50,,37.8,-93.58,-,-,1,,548,Unmodified
19551116.29.31,Summary,11/16/1955,0:15:00,3,Missouri,-,-,2,0,2,1000,4.3,Howell,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.67,-91.9,36.7,-91.83,1,,589,Unmodified
19560224.29.1,Summary,2/24/1956,22:30:00,3,Missouri,-,-,0,0,0,10,0.1,Barton,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.53,-94.37,-,-,1,,24,Unmodified
19560224.29.2,Summary,2/24/1956,22:30:00,3,Missouri,-,-,1,0,0,100,0.3,Newton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.87,-94.6,-,-,1,,25,Unmodified
19560224.29.4,Summary,2/24/1956,22:45:00,3,Missouri,-,-,0,0,0,10,0.2,Greene,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.32,-93.28,-,-,1,,26,Unmodified
19560224.29.3,Summary,2/24/1956,23:00:00,3,Missouri,-,-,1,0,0,33,7.2,Dade,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.3,-93.77,37.38,-93.68,1,,27,Unmodified
19560224.29.6,Summary,2/24/1956,23:45:00,3,Missouri,Illinois,-,4,6,36,500,77.6,Franklin,St. Louis,St. Clair,Clinton,-,-,-,-,-,-,-,-,$500K-$5M,,38.45,-90.92,38.62,-89.52,2,,29,Unmodified
19560224.29.6,State,2/24/1956,23:45:00,3,Missouri,,,4,0,16,500,35.3,Franklin,St. Louis,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.45,-90.92,38.5,-90.27,2,,29,Unmodified
19560224.29.6,State,2/25/1956,0:25:00,3,Illinois,,,4,6,20,500,42.3,St. Clair,Clinton,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,38.5,-90.27,38.62,-89.52,2,,29,Unmodified
19560225.29.5,Summary,2/25/1956,0:05:00,3,Missouri,-,-,1,0,0,100,0.2,Franklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.43,-90.8,-,-,1,,31,Unmodified
19560225.29.7,Summary,2/25/1956,3:32:00,3,Missouri,-,-,1,0,0,10,0.5,Mississippi,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,36.73,-89.32,-,-,1,,34,Unmodified
19560225.29.8,Summary,2/25/1956,4:00:00,3,Missouri,-,-,2,0,0,100,6.4,New Madrid,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.67,-89.55,36.67,-89.43,1,,37,Unmodified
19560306.29.9,Summary,3/6/1956,20:30:00,3,Missouri,-,-,1,0,0,33,1,Perry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.8,-89.93,-,-,1,,55,Unmodified
19560402.29.10,Summary,4/2/1956,1:00:00,3,Missouri,-,-,1,0,0,30,2.7,Worth,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.43,-94.25,40.48,-94.23,1,,81,Unmodified
19560403.40.13,Summary,4/3/1956,0:10:00,3,Oklahoma,Kansas,Missouri,4,0,59,400,41.8,Ottawa,Cherokee,Kiowa,Jasper,-,-,-,-,-,-,-,-,$500K-$5M,,36.77,-94.97,37.15,-94.42,3,,100,Unmodified
19560403.40.13,State,4/3/1956,0:10:00,3,Oklahoma,,,4,0,46,400,19.5,Ottawa,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,36.77,-94.97,37,-94.77,3,,100,Unmodified
19560403.40.13,State,4/3/1956,0:13:00,3,Kansas,,,4,0,11,400,10.1,Cherokee,Kiowa,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,37,-94.77,37.05,-94.6,3,,100,Unmodified
19560403.40.13,State,4/3/1956,0:50:00,3,Missouri,,,4,0,2,400,12.2,Jasper,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.05,-94.6,37.15,-94.42,3,,100,Unmodified
19560403.29.11,Summary,4/3/1956,0:30:00,3,Missouri,-,-,1,0,1,37,8.8,McDonald,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,36.5,-94.48,36.6,-94.38,1,,101,Unmodified
19560428.29.13,Summary,4/28/1956,3:00:00,3,Missouri,-,-,1,0,0,33,2,Buchanan,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.58,-94.77,-,-,1,,154,Unmodified
19560513.29.14,Summary,5/13/1956,19:00:00,3,Missouri,-,-,0,0,0,10,0.2,Vernon,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.87,-94.45,-,-,1,,204,Unmodified
19560522.29.15,Summary,5/22/1956,20:15:00,3,Missouri,-,-,1,0,0,33,9.8,Randolph,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.75,-92.48,39.85,-92.35,1,,211,Unmodified
19560702.29.16,Summary,7/2/1956,14:30:00,3,Missouri,-,-,1,0,0,10,0.2,Clay,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.38,-94.22,-,-,1,,320,Unmodified
19560702.29.17,Summary,7/2/1956,17:38:00,3,Missouri,-,-,1,0,0,100,1.5,Monroe,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.4,-92.25,-,-,1,,325,Unmodified
19560711.29.18,Summary,7/11/1956,22:00:00,3,Missouri,-,-,0,0,0,10,0.2,Worth,-,-,-,-,-,-,-,-,-,-,-,<$50,,40.53,-94.62,-,-,1,,347,Unmodified
19560830.29.19,Summary,8/30/1956,22:17:00,3,Missouri,-,-,1,0,0,50,8.9,St. Louis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.78,-90.33,38.78,-90.17,1,,438,Unmodified
19561204.29.20,Summary,12/4/1956,19:20:00,3,Missouri,-,-,2,0,2,33,9.1,Henry,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.27,-93.93,38.38,-93.85,1,,498,Unmodified
19561204.29.21,Summary,12/4/1956,19:30:00,3,Missouri,-,-,2,0,2,200,4.5,Bates,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.33,-94.23,38.35,-94.15,1,,499,Unmodified
19561204.29.22,Summary,12/4/1956,20:30:00,3,Missouri,-,-,2,0,0,33,9,Saline,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.12,-93.13,39.23,-93.05,1,,500,Unmodified
19561204.29.23,Summary,12/4/1956,22:30:00,3,Missouri,-,-,2,0,0,400,11.1,Boone,Audrain,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.12,-92.17,39.22,-92,1,,501,Unmodified
